Port Name,State,Port Code,Border,Date,Measure,Value
Santa Teresa,NM,2408,US-Mexico Border,3/1/2018 00:00,Bus Passengers,246
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Bus Passengers,5176
Tecate,CA,2505,US-Mexico Border,3/1/2018 00:00,Pedestrians,65887
Sasabe,AZ,2606,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,2005
Neche,ND,3404,US-Canada Border,3/1/2018 00:00,Truck Containers Full,51
Fortuna,ND,3417,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,1061
Scobey,MT,3309,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,606
Detroit,MI,3801,US-Canada Border,3/1/2018 00:00,Personal Vehicles,338709
Norton,VT,211,US-Canada Border,3/1/2018 00:00,Rail Containers Full,637
Norton,VT,211,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,2444
San Luis,AZ,2608,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,2304
Calexico East,CA,2507,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,19492
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Truck Containers Full,16753
Eagle Pass,TX,2303,US-Mexico Border,3/1/2018 00:00,Rail Containers Full,15074
San Luis,AZ,2608,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,293231
Boundary,WA,3015,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,564
Maida,ND,3416,US-Canada Border,3/1/2018 00:00,Truck Containers Full,16
Sault Sainte Marie,MI,3803,US-Canada Border,3/1/2018 00:00,Truck Containers Full,3421
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,15153
Laurier,WA,3016,US-Canada Border,3/1/2018 00:00,Trains,13
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Trucks,994
Roma,TX,2310,US-Mexico Border,3/1/2018 00:00,Bus Passengers,628
Portal,ND,3403,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,1989
Calais,ME,115,US-Canada Border,3/1/2018 00:00,Truck Containers Full,3043
Frontier,WA,3020,US-Canada Border,3/1/2018 00:00,Trucks,2102
Danville,WA,3012,US-Canada Border,3/1/2018 00:00,Trucks,73
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Train Passengers,694
Baudette,MN,3424,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,22156
Rio Grande City,TX,2307,US-Mexico Border,3/1/2018 00:00,Trucks,3359
Richford,VT,203,US-Canada Border,3/1/2018 00:00,Rail Containers Full,151
Boundary,WA,3015,US-Canada Border,3/1/2018 00:00,Rail Containers Full,728
Eastport,ME,103,US-Canada Border,3/1/2018 00:00,Trucks,154
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Trains,106
Portal,ND,3403,US-Canada Border,3/1/2018 00:00,Pedestrians,152
Laurier,WA,3016,US-Canada Border,3/1/2018 00:00,Trucks,770
Alexandria Bay,NY,708,US-Canada Border,3/1/2018 00:00,Bus Passengers,2492
Raymond,MT,3301,US-Canada Border,3/1/2018 00:00,Personal Vehicles,1590
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Buses,2
Nogales,AZ,2604,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,315321
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Trains,95
Raymond,MT,3301,US-Canada Border,3/1/2018 00:00,Pedestrians,46
Vanceboro,ME,105,US-Canada Border,3/1/2018 00:00,Rail Containers Full,957
Detroit,MI,3801,US-Canada Border,3/1/2018 00:00,Train Passengers,468
Eagle Pass,TX,2303,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,12616
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,655
Opheim,MT,3317,US-Canada Border,3/1/2018 00:00,Truck Containers Full,21
Warroad,MN,3423,US-Canada Border,3/1/2018 00:00,Personal Vehicles,8990
Beecher Falls,VT,206,US-Canada Border,3/1/2018 00:00,Personal Vehicles,3292
Naco,AZ,2603,US-Mexico Border,3/1/2018 00:00,Bus Passengers,82
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Personal Vehicles,32505
Port Angeles,WA,3007,US-Canada Border,3/1/2018 00:00,Truck Containers Full,41
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,17222
Scobey,MT,3309,US-Canada Border,3/1/2018 00:00,Personal Vehicles,327
Roseau,MN,3426,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,5175
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Rail Containers Full,11073
Eastport,ME,103,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,12349
St. John,ND,3405,US-Canada Border,3/1/2018 00:00,Trucks,52
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Bus Passengers,9
Lancaster,MN,3430,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,3586
Oroville,WA,3019,US-Canada Border,3/1/2018 00:00,Personal Vehicles,15115
Santa Teresa,NM,2408,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,51324
Vanceboro,ME,105,US-Canada Border,3/1/2018 00:00,Train Passengers,48
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Rail Containers Full,53027
Lynden,WA,3023,US-Canada Border,3/1/2018 00:00,Truck Containers Full,885
San Ysidro,CA,2504,US-Mexico Border,3/1/2018 00:00,Pedestrians,746418
Pinecreek,MN,3425,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,489
Sweetgrass,MT,3310,US-Canada Border,3/1/2018 00:00,Pedestrians,240
Roosville,MT,3318,US-Canada Border,3/1/2018 00:00,Trucks,832
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Rail Containers Full,4461
Derby Line,VT,209,US-Canada Border,3/1/2018 00:00,Trucks,7098
Eastport,ME,103,US-Canada Border,3/1/2018 00:00,Personal Vehicles,8185
Limestone,ME,118,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,2035
Sherwood,ND,3414,US-Canada Border,3/1/2018 00:00,Personal Vehicles,1068
Whitlash,MT,3321,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,51
Houlton,ME,106,US-Canada Border,3/1/2018 00:00,Personal Vehicles,17069
Ferry,WA,3013,US-Canada Border,3/1/2018 00:00,Trucks,4
Andrade,CA,2502,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,101101
Scobey,MT,3309,US-Canada Border,3/1/2018 00:00,Truck Containers Full,38
Noonan,ND,3420,US-Canada Border,3/1/2018 00:00,Truck Containers Full,43
Hannah,ND,3408,US-Canada Border,3/1/2018 00:00,Trucks,9
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Train Passengers,673
Lancaster,MN,3430,US-Canada Border,3/1/2018 00:00,Truck Containers Full,26
Calais,ME,115,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,52
Walhalla,ND,3407,US-Canada Border,3/1/2018 00:00,Truck Containers Full,194
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,7541
San Luis,AZ,2608,US-Mexico Border,3/1/2018 00:00,Bus Passengers,19
Massena,NY,704,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,617
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,11490
Frontier,WA,3020,US-Canada Border,3/1/2018 00:00,Bus Passengers,237
Del Bonita,MT,3322,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,3754
Bridgewater,ME,127,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,473
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Buses,1
Grand Portage,MN,3613,US-Canada Border,3/1/2018 00:00,Buses,67
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Rail Containers Full,22280
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,703
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,2643
Morgan,MT,3319,US-Canada Border,3/1/2018 00:00,Personal Vehicles,283
San Ysidro,CA,2504,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,1227940
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Personal Vehicles,70985
Carbury,ND,3421,US-Canada Border,3/1/2018 00:00,Truck Containers Full,35
Hansboro,ND,3415,US-Canada Border,3/1/2018 00:00,Bus Passengers,15
Sault Sainte Marie,MI,3803,US-Canada Border,3/1/2018 00:00,Train Passengers,64
Eagle Pass,TX,2303,US-Mexico Border,3/1/2018 00:00,Rail Containers Empty,16948
Roosville,MT,3318,US-Canada Border,3/1/2018 00:00,Buses,5
Port Angeles,WA,3007,US-Canada Border,3/1/2018 00:00,Personal Vehicles,3772
Detroit,MI,3801,US-Canada Border,3/1/2018 00:00,Trains,156
Presidio,TX,2403,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,337
Raymond,MT,3301,US-Canada Border,3/1/2018 00:00,Truck Containers Full,1637
Roosville,MT,3318,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,434
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Rail Containers Full,502
Rio Grande City,TX,2307,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,77040
Lancaster,MN,3430,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,362
Tornillo-Fabens,TX,2404,US-Mexico Border,3/1/2018 00:00,Pedestrians,3176
Frontier,WA,3020,US-Canada Border,3/1/2018 00:00,Buses,22
Porthill,ID,3308,US-Canada Border,3/1/2018 00:00,Pedestrians,41
Progreso,TX,2309,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,2116
Presidio,TX,2403,US-Mexico Border,3/1/2018 00:00,Trucks,666
Beecher Falls,VT,206,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,939
Alcan,AK,3104,US-Canada Border,3/1/2018 00:00,Personal Vehicles,1370
Morgan,MT,3319,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,38
Boundary,WA,3015,US-Canada Border,3/1/2018 00:00,Trains,25
Douglas,AZ,2601,US-Mexico Border,3/1/2018 00:00,Pedestrians,75746
Beecher Falls,VT,206,US-Canada Border,3/1/2018 00:00,Trucks,969
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Trains,55
Westhope,ND,3419,US-Canada Border,3/1/2018 00:00,Personal Vehicles,595
Ambrose,ND,3410,US-Canada Border,3/1/2018 00:00,Trucks,1
Noonan,ND,3420,US-Canada Border,3/1/2018 00:00,Trucks,156
Wildhorse,MT,3323,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,2
Antler,ND,3413,US-Canada Border,3/1/2018 00:00,Truck Containers Full,10
Calais,ME,115,US-Canada Border,3/1/2018 00:00,Personal Vehicles,49036
Ferry,WA,3013,US-Canada Border,3/1/2018 00:00,Personal Vehicles,587
Columbus,NM,2406,US-Mexico Border,3/1/2018 00:00,Trucks,497
Frontier,WA,3020,US-Canada Border,3/1/2018 00:00,Personal Vehicles,3795
Tornillo-Fabens,TX,2404,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,65225
Richford,VT,203,US-Canada Border,3/1/2018 00:00,Train Passengers,20
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,72656
Point Roberts,WA,3017,US-Canada Border,3/1/2018 00:00,Truck Containers Full,172
Roma,TX,2310,US-Mexico Border,3/1/2018 00:00,Trucks,622
Piegan,MT,3316,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,12
Lynden,WA,3023,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,102918
Hansboro,ND,3415,US-Canada Border,3/1/2018 00:00,Truck Containers Full,4
Naco,AZ,2603,US-Mexico Border,3/1/2018 00:00,Trucks,271
Antler,ND,3413,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,166
Neche,ND,3404,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,4470
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Truck Containers Full,4522
Rio Grande City,TX,2307,US-Mexico Border,3/1/2018 00:00,Pedestrians,5173
Van Buren,ME,108,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,17225
Hannah,ND,3408,US-Canada Border,3/1/2018 00:00,Personal Vehicles,81
Laredo,TX,2304,US-Mexico Border,3/1/2018 00:00,Trucks,194180
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Rail Containers Full,8523
San Ysidro,CA,2504,US-Mexico Border,3/1/2018 00:00,Bus Passengers,4420
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Bus Passengers,27650
Douglas,AZ,2601,US-Mexico Border,3/1/2018 00:00,Trucks,2221
Jackman,ME,104,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,1030
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Buses,234
Point Roberts,WA,3017,US-Canada Border,3/1/2018 00:00,Trucks,1282
Houlton,ME,106,US-Canada Border,3/1/2018 00:00,Trucks,8009
Hidalgo,TX,2305,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,381587
El Paso,TX,2402,US-Mexico Border,3/1/2018 00:00,Rail Containers Empty,2540
Detroit,MI,3801,US-Canada Border,3/1/2018 00:00,Truck Containers Full,92836
Carbury,ND,3421,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,2053
Porthill,ID,3308,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,283
Lukeville,AZ,2602,US-Mexico Border,3/1/2018 00:00,Trucks,22
Warroad,MN,3423,US-Canada Border,3/1/2018 00:00,Truck Containers Full,241
Oroville,WA,3019,US-Canada Border,3/1/2018 00:00,Bus Passengers,525
Massena,NY,704,US-Canada Border,3/1/2018 00:00,Buses,267
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Train Passengers,2762
Otay Mesa,CA,2506,US-Mexico Border,3/1/2018 00:00,Bus Passengers,3405
Dunseith,ND,3422,US-Canada Border,3/1/2018 00:00,Bus Passengers,51
Jackman,ME,104,US-Canada Border,3/1/2018 00:00,Buses,6
Fortuna,ND,3417,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,69
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Train Passengers,58
Point Roberts,WA,3017,US-Canada Border,3/1/2018 00:00,Pedestrians,2617
Sault Sainte Marie,MI,3803,US-Canada Border,3/1/2018 00:00,Personal Vehicles,54631
Presidio,TX,2403,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,330
Santa Teresa,NM,2408,US-Mexico Border,3/1/2018 00:00,Buses,28
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Bus Passengers,18799
Scobey,MT,3309,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,19
Ogdensburg,NY,701,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,889
Eagle Pass,TX,2303,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,2816
Willow Creek,MT,3325,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,400
Walhalla,ND,3407,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,4701
Calexico East,CA,2507,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,13607
Sweetgrass,MT,3310,US-Canada Border,3/1/2018 00:00,Trucks,10389
Calexico East,CA,2507,US-Mexico Border,3/1/2018 00:00,Train Passengers,19
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,2117
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Train Passengers,216
Houlton,ME,106,US-Canada Border,3/1/2018 00:00,Buses,20
Lynden,WA,3023,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,3912
Buffalo-Niagara Falls,NY,901,US-Canada Border,3/1/2018 00:00,Buses,1054
Nogales,AZ,2604,US-Mexico Border,3/1/2018 00:00,Buses,837
Santa Teresa,NM,2408,US-Mexico Border,3/1/2018 00:00,Trucks,9254
Brownsville,TX,2301,US-Mexico Border,3/1/2018 00:00,Trucks,21116
Maida,ND,3416,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,77
Jackman,ME,104,US-Canada Border,3/1/2018 00:00,Truck Containers Full,1898
Lynden,WA,3023,US-Canada Border,3/1/2018 00:00,Personal Vehicles,51919
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Trucks,69603
Opheim,MT,3317,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,1
Calexico East,CA,2507,US-Mexico Border,3/1/2018 00:00,Trucks,32764
Norton,VT,211,US-Canada Border,3/1/2018 00:00,Personal Vehicles,1801
Limestone,ME,118,US-Canada Border,3/1/2018 00:00,Truck Containers Full,1
Sumas,WA,3009,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,310
Ogdensburg,NY,701,US-Canada Border,3/1/2018 00:00,Trucks,3449
Jackman,ME,104,US-Canada Border,3/1/2018 00:00,Rail Containers Full,963
Raymond,MT,3301,US-Canada Border,3/1/2018 00:00,Trucks,1419
Rio Grande City,TX,2307,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,2795
Turner,MT,3306,US-Canada Border,3/1/2018 00:00,Personal Vehicles,510
Opheim,MT,3317,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,402
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Trucks,8203
Skagway,AK,3103,US-Canada Border,3/1/2018 00:00,Pedestrians,3
Lukeville,AZ,2602,US-Mexico Border,3/1/2018 00:00,Pedestrians,4243
Norton,VT,211,US-Canada Border,3/1/2018 00:00,Trains,15
Fort Fairfield,ME,107,US-Canada Border,3/1/2018 00:00,Truck Containers Full,55
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Trucks,1535
Danville,WA,3012,US-Canada Border,3/1/2018 00:00,Personal Vehicles,2947
Del Bonita,MT,3322,US-Canada Border,3/1/2018 00:00,Personal Vehicles,1688
Laredo,TX,2304,US-Mexico Border,3/1/2018 00:00,Pedestrians,326270
Columbus,NM,2406,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,64260
Eagle Pass,TX,2303,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,479440
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Bus Passengers,83
Dalton Cache,AK,3106,US-Canada Border,3/1/2018 00:00,Truck Containers Full,11
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,10819
Frontier,WA,3020,US-Canada Border,3/1/2018 00:00,Truck Containers Full,642
Scobey,MT,3309,US-Canada Border,3/1/2018 00:00,Trucks,39
Derby Line,VT,209,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,68644
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,816
Ogdensburg,NY,701,US-Canada Border,3/1/2018 00:00,Bus Passengers,86
Van Buren,ME,108,US-Canada Border,3/1/2018 00:00,Rail Containers Full,388
Pinecreek,MN,3425,US-Canada Border,3/1/2018 00:00,Personal Vehicles,273
Raymond,MT,3301,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,155
Richford,VT,203,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,27
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,493
Piegan,MT,3316,US-Canada Border,3/1/2018 00:00,Truck Containers Full,118
Fortuna,ND,3417,US-Canada Border,3/1/2018 00:00,Personal Vehicles,548
El Paso,TX,2402,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,1078514
Van Buren,ME,108,US-Canada Border,3/1/2018 00:00,Personal Vehicles,11495
Madawaska,ME,109,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,44470
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,543
Porthill,ID,3308,US-Canada Border,3/1/2018 00:00,Truck Containers Full,50
International Falls-Ranier,MN,3604,US-Canada Border,3/1/2018 00:00,Truck Containers Full,992
Del Rio,TX,2302,US-Mexico Border,3/1/2018 00:00,Trucks,6694
Douglas,AZ,2601,US-Mexico Border,3/1/2018 00:00,Bus Passengers,2282
Grand Portage,MN,3613,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,489
Vanceboro,ME,105,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,44
Sumas,WA,3009,US-Canada Border,3/1/2018 00:00,Buses,24
Metaline Falls,WA,3025,US-Canada Border,3/1/2018 00:00,Pedestrians,2
Del Rio,TX,2302,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,279066
Metaline Falls,WA,3025,US-Canada Border,3/1/2018 00:00,Buses,21
Grand Portage,MN,3613,US-Canada Border,3/1/2018 00:00,Truck Containers Full,718
Fort Fairfield,ME,107,US-Canada Border,3/1/2018 00:00,Trucks,1362
Dalton Cache,AK,3106,US-Canada Border,3/1/2018 00:00,Personal Vehicles,557
Alexandria Bay,NY,708,US-Canada Border,3/1/2018 00:00,Truck Containers Full,15053
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Rail Containers Empty,84
Detroit,MI,3801,US-Canada Border,3/1/2018 00:00,Buses,750
Porthill,ID,3308,US-Canada Border,3/1/2018 00:00,Trucks,327
Alcan,AK,3104,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,385
Douglas,AZ,2601,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,277490
Ferry,WA,3013,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,4
Pinecreek,MN,3425,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,38
Carbury,ND,3421,US-Canada Border,3/1/2018 00:00,Buses,3
Turner,MT,3306,US-Canada Border,3/1/2018 00:00,Buses,2
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Buses,1054
Hansboro,ND,3415,US-Canada Border,3/1/2018 00:00,Buses,1
Sumas,WA,3009,US-Canada Border,3/1/2018 00:00,Rail Containers Full,117
Lancaster,MN,3430,US-Canada Border,3/1/2018 00:00,Trucks,387
Nogales,AZ,2604,US-Mexico Border,3/1/2018 00:00,Bus Passengers,17561
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Buses,5
Santa Teresa,NM,2408,US-Mexico Border,3/1/2018 00:00,Pedestrians,13874
Madawaska,ME,109,US-Canada Border,3/1/2018 00:00,Trucks,198
Walhalla,ND,3407,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,272
Westhope,ND,3419,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,246
Baudette,MN,3424,US-Canada Border,3/1/2018 00:00,Truck Containers Full,19
Calais,ME,115,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,1509
Alexandria Bay,NY,708,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,95020
Rio Grande City,TX,2307,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,37598
Oroville,WA,3019,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,27117
Oroville,WA,3019,US-Canada Border,3/1/2018 00:00,Truck Containers Full,1510
Derby Line,VT,209,US-Canada Border,3/1/2018 00:00,Bus Passengers,2394
Piegan,MT,3316,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,8960
Dunseith,ND,3422,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,276
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Trucks,4950
Calexico East,CA,2507,US-Mexico Border,3/1/2018 00:00,Trains,19
Sweetgrass,MT,3310,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,30944
Port Angeles,WA,3007,US-Canada Border,3/1/2018 00:00,Buses,9
Otay Mesa,CA,2506,US-Mexico Border,3/1/2018 00:00,Buses,990
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Buses,55
Oroville,WA,3019,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,942
Bridgewater,ME,127,US-Canada Border,3/1/2018 00:00,Personal Vehicles,3902
San Luis,AZ,2608,US-Mexico Border,3/1/2018 00:00,Trucks,3027
Highgate Springs-Alburg,VT,212,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,1566
Calexico,CA,2503,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,386129
Boundary,WA,3015,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,4414
Point Roberts,WA,3017,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,132901
Roseau,MN,3426,US-Canada Border,3/1/2018 00:00,Personal Vehicles,2983
Del Rio,TX,2302,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,5335
Whitlash,MT,3321,US-Canada Border,3/1/2018 00:00,Truck Containers Full,3
Van Buren,ME,108,US-Canada Border,3/1/2018 00:00,Trucks,1404
Sweetgrass,MT,3310,US-Canada Border,3/1/2018 00:00,Buses,12
El Paso,TX,2402,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,1951395
Columbus,NM,2406,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,162
Nogales,AZ,2604,US-Mexico Border,3/1/2018 00:00,Trucks,36866
Eastport,ME,103,US-Canada Border,3/1/2018 00:00,Pedestrians,3
Northgate,ND,3406,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,1645
Champlain-Rouses Point,NY,712,US-Canada Border,3/1/2018 00:00,Trucks,25597
Madawaska,ME,109,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,165
Tecate,CA,2505,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,179302
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Buses,178
Pinecreek,MN,3425,US-Canada Border,3/1/2018 00:00,Truck Containers Full,1
Carbury,ND,3421,US-Canada Border,3/1/2018 00:00,Personal Vehicles,895
Noonan,ND,3420,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,113
Brownsville,TX,2301,US-Mexico Border,3/1/2018 00:00,Personal Vehicles,423667
Trout River,NY,715,US-Canada Border,3/1/2018 00:00,Trucks,1075
Columbus,NM,2406,US-Mexico Border,3/1/2018 00:00,Truck Containers Full,335
Douglas,AZ,2601,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,514
Massena,NY,704,US-Canada Border,3/1/2018 00:00,Personal Vehicle Passengers,124871
Roma,TX,2310,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,140139
Van Buren,ME,108,US-Canada Border,3/1/2018 00:00,Trains,26
Sumas,WA,3009,US-Canada Border,3/1/2018 00:00,Trains,14
Lynden,WA,3023,US-Canada Border,3/1/2018 00:00,Pedestrians,110
Port Huron,MI,3802,US-Canada Border,3/1/2018 00:00,Bus Passengers,3160
Eastport,ID,3302,US-Canada Border,3/1/2018 00:00,Pedestrians,212
Alcan,AK,3104,US-Canada Border,3/1/2018 00:00,Trucks,479
Calais,ME,115,US-Canada Border,3/1/2018 00:00,Rail Containers Full,45
Blaine,WA,3004,US-Canada Border,3/1/2018 00:00,Trains,254
Fort Fairfield,ME,107,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,1307
Laredo,TX,2304,US-Mexico Border,3/1/2018 00:00,Personal Vehicle Passengers,925915
Sweetgrass,MT,3310,US-Canada Border,3/1/2018 00:00,Train Passengers,165
St. John,ND,3405,US-Canada Border,3/1/2018 00:00,Truck Containers Empty,52
Roma,TX,2310,US-Mexico Border,3/1/2018 00:00,Truck Containers Empty,572
Pembina,ND,3401,US-Canada Border,3/1/2018 00:00,Trucks,18835
Roseau,MN,3426,US-Canada Border,3/1/2018 00:00,Trucks,257
Portal,ND,3403,US-Canada Border,3/1/2018 00:00,Trucks,8290
Baudette,MN,3424,US-Canada Border,3/1/2018 00:00,Bus Passengers,135
